original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
5338,10175917.0,10176242.0,3459.73482428115,3459.88482428115,They attacked us,20,but
5339,10176242.0,10177114.0,3459.88482428115,3460.3105431309914,They attacked us but,26,Fiona
5340,10177127.0,10177284.0,3460.3169329073494,3460.3934504792387,They attacked us but Fiona,30,and
5341,10177310.0,10177497.0,3460.406230031952,3460.498722044734,They attacked us but Fiona and,34,the
5342,10177497.0,10178520.0,3460.498722044734,3460.998722044734,They attacked us but Fiona and the,45,princesses
5343,10178520.0,10178911.0,3460.998722044734,3461.1966453674195,They attacked us but Fiona and the princesses,49,got
5344,10178911.0,10179807.0,3461.1966453674195,3461.63626198084,They attacked us but Fiona and the princesses got,54,away
5345,10180346.0,10180677.0,3461.88891373802,3462.069073482432,,3,And
5346,10180677.0,10181067.0,3462.069073482432,3462.25102236422,And,7,now
5347,10181067.0,10181623.0,3462.25102236422,3462.513801916935,And now,11,she's
5349,10181656.0,10182064.0,3462.53,3462.72,,3,She's
5351,10182066.0,10182584.0,3462.721,3463.0,She's,10,what
5352,10182877.0,10183337.0,3463.135271565496,3463.36,She's wha,12,She
5354,10183339.0,10184095.0,3463.361,3463.729872204472,She's what?,16,what
5355,10188865.0,10189587.0,3466.0511182108626,3466.404472843448,,4,Puss
5356,10190697.0,10191155.0,3466.9456869009587,3467.1776357827466,Puss,9,loan
5357,10191191.0,10191443.0,3467.1952715654943,3467.32,Puss loan,12,me
5358,10191445.0,10191953.0,3467.321,3467.56,Puss loan me,17,five
5359,10191955.0,10192895.0,3467.561,3468.01888178914,Puss loan me five,23,bucks
5360,10193647.0,10193962.0,3468.387060702877,3468.5416613418543,,4,Come
5361,10193977.0,10194304.0,3468.5490511182115,3468.7180511182114,Come,7,on
5362,10194372.0,10194840.0,3468.751,3468.97,Come on,12,Puss
5363,10194842.0,10195045.0,3468.971,3469.07,Come on Puss,16,you
5364,10195047.0,10195507.0,3469.071,3469.287635782749,Come on Puss you,22,heard
5365,10195522.0,10195643.0,3469.294792332269,3469.353546325879,Come on Puss you heard,26,the
5366,10195643.0,10196062.0,3469.353546325879,3469.5674440894577,Come on Puss you heard the,30,man
5367,10196062.0,10196410.0,3469.5674440894577,3469.729105431312,,4,Help
5368,10196410.0,10196552.0,3469.729105431312,3469.8152076677347,Help,8,the
5369,10196564.0,10196975.0,3469.821,3470.03,Help the,16,brother
5370,10196977.0,10197558.0,3470.031,3470.2884664536755,Help the brother,20,out
5371,10198581.0,10198705.0,3470.79,3470.85,,2,Do
5372,10198707.0,10199114.0,3470.851,3471.06,Do,6,you
5373,10199116.0,10199563.0,3471.061,3471.27,Do you,10,see
5374,10199565.0,10199917.0,3471.271,3471.45,Do you see,14,any
5375,10199919.0,10200650.0,3471.451,3471.817220447285,Do you see any,22,pockets
5376,10200678.0,10200897.0,3471.831,3471.93,Do you see any pockets,25,on
5377,10200899.0,10201143.0,3471.931,3472.048881789139,Do you see any pockets on,28,me
5378,10203153.0,10203772.0,3473.03067092652,3473.325271565496,,4,Hold
5379,10203774.0,10204144.0,3473.3262715654964,3473.5152715654963,Hold,7,on
5380,10204153.0,10204275.0,3473.519466453676,3473.5792971246005,Hold on,9,a
5381,10204284.0,10205234.0,3473.5834920127822,3474.048083067091,Hold on a,16,second
5382,10207836.0,10209190.0,3475.3112140575104,3475.9818530351445,,3,Ah-ha
5384,10211739.0,10212053.0,3477.216549520766,3477.3703194888176,,1,I
5385,10212138.0,10212753.0,3477.42,3477.73,I,5,had
5386,10212755.0,10213258.0,3477.731,3477.97,I had,8,no
5387,10213260.0,10214698.0,3477.971,3478.672492012781,I had no,13,idea
5388,10215617.0,10216618.0,3479.1194249201285,3479.61,I had no idea,20,really
5389,10217169.0,10217377.0,3479.869785942491,3479.971437699679,I had no idea really,22,I
5390,10218274.0,10218602.0,3480.41,3480.58,I had no idea really I,24,I
5391,10218638.0,10219691.0,3480.597731629393,3481.11,I had no idea really I I,30,swear
5392,10223416.0,10224004.0,3482.923322683708,3483.21,,5,Quick
5393,10224260.0,10225413.0,3483.3341533546336,3483.898051118212,Quick,15,Pinocchio
5394,10225625.0,10226303.0,3484.01,3484.35,Quick Pinocchio,21,where
5395,10226312.0,10226798.0,3484.354194888179,3484.566102236424,Quick Pinocchio where,24,is
5396,10226963.0,10227907.0,3484.6629488817885,3485.125527156549,Quick Pinocchio where is,30,Fiona
5397,10228671.0,10229102.0,3485.5,3485.7,,3,Got
5398,10229104.0,10229286.0,3485.701,3485.79,Got,7,her
5399,10229288.0,10229876.0,3485.791,3486.07,Got her,14,locked
5400,10229878.0,10230374.0,3486.071,3486.32,Got her locked,19,away
5401,10230376.0,10231557.0,3486.321,3486.9,Got her locked away,29,someplace
5402,10231559.0,10232372.0,3486.901,3487.2973801916933,Got her locked away someplace,36,secret
5403,10232941.0,10233255.0,3487.584856230033,3487.72,,3,You
5404,10233257.0,10233870.0,3487.721,3488.02,You,7,got
5406,10233879.0,10234634.0,3488.024194888179,3488.403194888179,You got ta,15,find
5407,10234630.0,10235000.0,3488.401,3488.59,You got ta find,19,him
5408,10235639.0,10236024.0,3488.893194888178,3489.073194888179,,2,He's
5410,10236020.0,10236697.0,3489.071,3489.41,He's,13,probably
5411,10236699.0,10237191.0,3489.411,3489.66,He's probably,21,getting
5412,10237193.0,10237658.0,3489.661,3489.88,He's probably getting,27,ready
5413,10237660.0,10237927.0,3489.881,3490.02,He's probably getting ready,31,for
5414,10237929.0,10238150.0,3490.021,3490.13,He's probably getting ready for,35,the
5415,10238152.0,10240745.0,3490.131,3491.387220447283,He's probably getting ready for the,40,show
5416,10240789.0,10241340.0,3491.41,3491.67,,4,Wait
5417,10241429.0,10241948.0,3491.7124600638977,3491.976357827476,Wait,9,wait
5418,10241948.0,10242488.0,3491.976357827476,3492.230670926518,Wait wait,14,wait
5419,10242577.0,10243478.0,3492.28444089457,3492.732076677318,Wait wait wait,24,Pinocchio
5420,10244452.0,10245023.0,3493.19,3493.46,Wait wait wait Pinocchio,29,what
5421,10245025.0,10246110.0,3493.461,3493.9999041533542,Wait wait wait Pinocchio what,34,show
5422,10257184.0,10257542.0,3499.42,3499.5848562300325,,2,It's
5424,10257557.0,10257737.0,3499.5922460063907,3499.68,It's,6,a
5425,10257737.0,10258556.0,3499.68,3500.071533546325,It's a,14,happily
5426,10258556.0,10258946.0,3500.071533546325,3500.271533546325,It's a happily,19,ever
5427,10258959.0,10259784.0,3500.2776357827483,3500.6797444089416,It's a happily ever,25,After
5428,10259827.0,10260587.0,3500.700958466455,3501.08,It's a happily ever After,31,After
5429,10260589.0,10261430.0,3501.081,3501.4756869009584,It's a happily ever After After,35,All
5430,10261728.0,10263183.0,3501.62945686901,3502.3327476038344,,5,Shrek's
5432,10263258.0,10264452.0,3502.369297124601,3502.952076677318,Shrek's,13,final
5433,10264594.0,10266578.0,3503.0393386581454,3503.9915335463247,Shrek's final,25,performance
5434,10267252.0,10268047.0,3504.33,3504.716932907349,,4,Whoa
5435,10268218.0,10269815.0,3504.801,3505.571661341855,,5,Shrek
5436,10270112.0,10270713.0,3505.7252715654968,3506.01,Shrek,9,you
5437,10270715.0,10271285.0,3506.011,3506.3,Shrek you,13,didn't
5439,10271287.0,10271838.0,3506.301,3506.56,Shrek you didn't,21,tell
5440,10271840.0,10272108.0,3506.561,3506.7,Shrek you didn't tell,24,us
5441,10272110.0,10272248.0,3506.701,3506.77,Shrek you didn't tell us,28,you
5442,10272264.0,10272604.0,3506.7780511182123,3506.9514057508004,Shrek you didn't tell us you,33,were
5443,10272634.0,10272861.0,3506.96623003195,3507.059712460065,Shrek you didn't tell us you were,36,in
5444,10272863.0,10273103.0,3507.060712460064,3507.169712460064,Shrek you didn't tell us you were in,38,a
5445,10273772.0,10273954.0,3507.504792332268,3507.6027156549526,Shrek you didn't tell us you were in a,40,a
5446,10274015.0,10275376.0,3507.632332268371,3508.298051118212,Shrek you didn't tell us you were in a a,45,play
5447,10275855.0,10276505.0,3508.54,3508.847955271566,,4,Well
5448,10276571.0,10276919.0,3508.88,3509.06,Well,6,I
5449,10276921.0,10277571.0,3509.061,3509.37,Well I,12,guess
5450,10277573.0,10277915.0,3509.371,3509.53,Well I guess,14,I've
5452,10277917.0,10278308.0,3509.531,3509.73,Well I guess I've,22,been
5453,10278310.0,10279002.0,3509.731,3510.06,Well I guess I've been,25,so
5454,10279059.0,10279750.0,3510.0961437699666,3510.443194888179,Well I guess I've been so,30,busy
5455,10279771.0,10280154.0,3510.4531948881786,3510.633194888179,Well I guess I've been so busy,32,I
5456,10280150.0,10281030.0,3510.631,3511.05,Well I guess I've been so busy I,39,forgot
5457,10281026.0,10281226.0,3511.047805111821,3511.156805111821,Well I guess I've been so busy I forgot,42,to
5458,10281235.0,10282115.0,3511.161,3511.5816613418538,Well I guess I've been so busy I forgot to,50,mention
5459,10282137.0,10282931.0,3511.5922460063907,3511.9797444089454,Well I guess I've been so busy I forgot to mention,53,it
5460,10283044.0,10283469.0,3512.036805111821,3512.2516613418547,,2,It's
5462,10283549.0,10283777.0,3512.291,3512.392076677318,It's,8,the
5463,10283800.0,10284403.0,3512.402907348245,3512.7084984025555,It's the,13,ogre
5464,10285040.0,10285422.0,3513.01,3513.205271565495,,3,Get
5465,10285430.0,10285937.0,3513.2094664536744,3513.447092651754,Get,7,him
5466,10289132.0,10289546.0,3515.01,3515.22,,2,Don't
5468,10289548.0,10290195.0,3515.221,3515.527955271566,Don't,11,worry
5469,10290200.0,10291494.0,3515.530447284345,3516.163450479233,Don't worry,16,jefe
5470,10292628.0,10292841.0,3516.71,3516.83,Don't worry jefe,18,I
5471,10292843.0,10293435.0,3516.831,3517.11,Don't worry jefe I,22,got
5472,10293437.0,10294119.0,3517.111,3517.4456869009605,Don't worry jefe I got,27,this
5473,10307309.0,10308377.0,3523.8801916932907,3524.401373801918,,3,Ugh
5474,10308663.0,10309395.0,3524.55,3524.9,Ugh,8,kill
5475,10309395.0,10310048.0,3524.9,3525.2193290734813,Ugh kill,12,him
5476,10313126.0,10314065.0,3526.7220447284344,3527.1904153354626,,4,Look
5477,10315212.0,10315704.0,3527.741214057508,3527.991214057508,Look,7,don't
5479,10315704.0,10316012.0,3527.991214057508,3528.141214057508,Look don't,14,you
5480,10316408.0,10316751.0,3528.3258785942494,3528.503514376998,Look don't you,19,know
5481,10316751.0,10317131.0,3528.503514376998,3528.688658146965,Look don't you know,23,who
5482,10317144.0,10317594.0,3528.6950479233224,3528.9036741214063,Look don't you know who,26,he
5483,10317813.0,10318441.0,3529.019169329073,3529.3191693290737,Look don't you know who he,33,thinks
5484,10318441.0,10318737.0,3529.3191693290737,3529.463897763577,Look don't you know who he thinks,36,he
5485,10318798.0,10319668.0,3529.5015974440894,3529.917891373801,Look don't you know who he thinks he,39,is
5486,10321147.0,10321548.0,3530.65,3530.8361022364224,,3,How
5487,10321777.0,10322415.0,3530.948923322684,3531.27,How,8,dare
5488,10322417.0,10322926.0,3531.271,3531.518051118212,How dare,12,you
5489,10323452.0,10324321.0,3531.775974440894,3532.2,,6,Donkey
5490,10324324.0,10324665.0,3532.201,3532.36,Donkey,9,we're
5492,10324674.0,10325349.0,3532.364194888178,3532.7031948881786,Donkey we're,20,dealing
5493,10325351.0,10325717.0,3532.704194888179,3532.8731948881787,Donkey we're dealing,25,with
5494,10325747.0,10326694.0,3532.8880511182124,3533.350607028755,Donkey we're dealing with,34,amateurs
5495,10326878.0,10327293.0,3533.4400638977622,3533.652172523961,,2,He's
5497,10327431.0,10327702.0,3533.72,3533.84249201278,He's,6,a
5498,10327750.0,10329129.0,3533.8658562300325,3534.5492971246003,He's a,11,star
5499,10329256.0,10330331.0,3534.611,3535.1369329073486,He's a star,18,people
5500,10330648.0,10332255.0,3535.2747603833864,3536.058306709265,He's a star people,24,hello
5501,10333384.0,10333676.0,3536.61,3536.77,,1,I'm
5503,10333678.0,10334306.0,3536.771,3537.06,I'm,6,so
5504,10334308.0,10334984.0,3537.061,3537.4,I'm so,12,sorry
5505,10334986.0,10335497.0,3537.401,3537.66,I'm so sorry,18,about
5506,10335499.0,10335863.0,3537.661,3537.83,I'm so sorry about,23,this
5507,10335898.0,10336391.0,3537.8469329073505,3538.096805111821,I'm so sorry about this,30,Mister
5508,10336399.0,10337097.0,3538.101,3538.431661341854,I'm so sorry about this Mister,36,Shrek
5509,10337357.0,10337710.0,3538.56,3538.74,,1,I'm
5511,10337719.0,10338304.0,3538.7441948881788,3539.0231948881788,I'm,7,gon
5513,10338300.0,10338898.0,3539.021,3539.311661341854,I'm gon na,15,lose
5514,10338926.0,10339614.0,3539.325440894569,3539.6534824281143,I'm gon na lose,18,it
5515,10340446.0,10340813.0,3540.07,3540.24,,1,I
5516,10340815.0,10341492.0,3540.241,3540.58,I,8,assume
5517,10341494.0,10341591.0,3540.581,3540.6191693290725,I assume,12,you
5518,10341606.0,10341897.0,3540.6265591054303,3540.77,I assume you,17,have
5519,10341906.0,10342607.0,3540.774194888179,3541.133194888179,I assume you have,28,everything
5520,10342603.0,10343068.0,3541.131,3541.35,I assume you have everything,34,ready
5521,10343070.0,10343313.0,3541.351,3541.47,I assume you have everything ready,38,for
5522,10343321.0,10344063.0,3541.4741948881788,3541.8352715654964,I assume you have everything ready for,46,tonight
5523,10345406.0,10345732.0,3542.4931948881786,3542.643194888178,,3,You
5524,10345728.0,10346098.0,3542.641,3542.83,You,7,did
5525,10346100.0,10346382.0,3542.831,3542.97,You did,11,get
5526,10346384.0,10346566.0,3542.971,3543.06,You did get,15,the
5527,10346568.0,10346919.0,3543.061,3543.24,You did get the,20,list
5528,10346921.0,10347123.0,3543.241,3543.33,You did get the list,24,for
5529,10347125.0,10347304.0,3543.331,3543.42,You did get the list for,28,the
5530,10347306.0,10348060.0,3543.421,3543.78,You did get the list for the,37,dressing
5531,10348062.0,10348573.0,3543.781,3544.039137380192,You did get the list for the dressing,42,room
5532,10349162.0,10349718.0,3544.31,3544.59,,4,Yeah
5533,10350190.0,10350452.0,3544.83,3544.94,,3,The
5534,10350454.0,10351075.0,3544.941,3545.27,The,13,breakfast
5535,10351077.0,10351866.0,3545.271,3545.64,The breakfast,24,croissants
5536,10351868.0,10352362.0,3545.641,3545.89,The breakfast croissants,32,stuffed
5537,10352364.0,10352611.0,3545.891,3546.01,The breakfast croissants stuffed,37,with
5538,10352641.0,10353165.0,3546.0245367412144,3546.2734504792315,The breakfast croissants stuffed with,44,seared
5539,10353180.0,10353925.0,3546.2808402555925,3546.6456869009585,The breakfast croissants stuffed with seared,52,sashimi
5540,10354039.0,10354598.0,3546.701,3546.982236421725,The breakfast croissants stuffed with seared sashimi,57,tuna
5541,10355283.0,10355534.0,3547.31,3547.44,,2,Oh
5542,10355536.0,10355778.0,3547.441,3547.56,Oh,6,and
5543,10355780.0,10356368.0,3547.561,3547.84,Oh and,13,please
5544,10356376.0,10356611.0,3547.8441948881787,3547.96568690096,Oh and please,18,tell
5545,10356611.0,10356787.0,3547.96568690096,3548.0337380191704,Oh and please tell,21,me
5546,10356814.0,10356944.0,3548.0465591054303,3548.12,Oh and please tell me,25,you
5547,10356946.0,10357150.0,3548.121,3548.22,Oh and please tell me you,28,at
5548,10357152.0,10357643.0,3548.221,3548.47,Oh and please tell me you at,34,least
5549,10357645.0,10358092.0,3548.471,3548.68,Oh and please tell me you at least,39,have
5550,10358094.0,10358275.0,3548.681,3548.77,Oh and please tell me you at least have,43,the
5551,10358284.0,10359249.0,3548.774194888179,3549.263194888179,Oh and please tell me you at least have the,51,saffron
5552,10359245.0,10359689.0,3549.261,3549.47,Oh and please tell me you at least have the saffron,56,corn
5553,10359691.0,10359950.0,3549.471,3549.58,Oh and please tell me you at least have the saffron corn,61,with
5554,10359952.0,10360855.0,3549.581,3550.04,Oh and please tell me you at least have the saffron corn with,70,jalapeno
5555,10360857.0,10361324.0,3550.041,3550.26,Oh and please tell me you at least have the saffron corn with jalapeno,76,honey
5556,10361327.0,10361851.0,3550.261,3550.5098722044727,Oh and please tell me you at least have the saffron corn with jalapeno honey,83,butter
5557,10362302.0,10362523.0,3550.737124600639,3550.844632587859,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ',91,cause
5558,10362554.0,10362997.0,3550.86,3551.07,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause,95,our
5559,10362999.0,10363619.0,3551.071,3551.380159744411,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our,102,client
5560,10364069.0,10364405.0,3551.6,3551.763610223644,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our client,106,can
5562,10364903.0,10365288.0,3552.001,3552.18,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our client can not,114,get
5563,10365290.0,10365686.0,3552.181,3552.4,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our client can not get,119,into
5564,10365688.0,10366089.0,3552.401,3552.58,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our client can not get into,123,his
5565,10366091.0,10366699.0,3552.581,3552.884728434504,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our client can not get into his,130,proper
5566,10366687.0,10367810.0,3552.887763578277,3553.42,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our client can not get into his proper,140,emotional
5567,10367812.0,10368531.0,3553.421,3553.78,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our client can not get into his proper emotional,146,state
5568,10368533.0,10369182.0,3553.781,3554.09,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our client can not get into his proper emotional state,154,without
5569,10369184.0,10369347.0,3554.091,3554.17,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our client can not get into his proper emotional state without,158,his
5570,10369349.0,10370495.0,3554.171,3554.74,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our client can not get into his proper emotional state without his,167,jalapeno
5571,10370592.0,10371159.0,3554.7870607028726,3555.072779552713,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our client can not get into his proper emotional state without his jalapeno,173,honey
5572,10371159.0,10371859.0,3555.072779552713,3555.3983386581435,Oh and please tell me you at least have the saffron corn with jalapeno honey butter ' cause our client can not get into his proper emotional state without his jalapeno honey,180,butter
5573,10372931.0,10373156.0,3555.9212460063904,3556.0312460063906,,1,I
5574,10373218.0,10373626.0,3556.0616613418547,3556.27,I,6,just
5575,10373628.0,10374203.0,3556.271,3556.5616613418533,I just,11,lost
5576,10374231.0,10374473.0,3556.575440894569,3556.6737380191707,I just lost,14,it
5577,10375772.0,10376283.0,3557.31910543131,3557.559137380192,,2,Oh
5578,10376880.0,10377740.0,3557.86,3558.28,Oh,5,uh
5579,10377821.0,10378354.0,3558.32,3558.57,Oh uh,11,Maybe
5580,10378356.0,10378578.0,3558.571,3558.68,Oh uh Maybe,16,they
5581,10378581.0,10378885.0,3558.681,3558.84,Oh uh Maybe they,23,should
5582,10378887.0,10379217.0,3558.841,3559.01,Oh uh Maybe they should,28,talk
5583,10379219.0,10379499.0,3559.011,3559.13,Oh uh Maybe they should talk,31,to
5584,10379501.0,10380502.0,3559.131,3559.62,Oh uh Maybe they should talk to,37,Nancy
5585,10380504.0,10380646.0,3559.621,3559.7,Oh uh Maybe they should talk to Nancy,40,in
5586,10380648.0,10381198.0,3559.701,3559.96,Oh uh Maybe they should talk to Nancy in,46,human
5587,10381201.0,10382448.0,3559.961,3560.57,Oh uh Maybe they should talk to Nancy in human,56,resources
5588,10382554.0,10382859.0,3560.64,3560.78,,2,Oh
5589,10382859.0,10383389.0,3560.78,3561.03,Oh,5,we'll
5591,10383414.0,10383777.0,3561.042076677318,3561.23,Oh we'll,13,have
5592,10383780.0,10384349.0,3561.231,3561.5,Oh we'll have,18,much
5593,10384362.0,10384532.0,3561.5061022364234,3561.588466453674,Oh we'll have much,21,to
5594,10384532.0,10384896.0,3561.588466453674,3561.77680511182,Oh we'll have much to,25,say
5595,10384971.0,10385190.0,3561.812076677318,3561.91,Oh we'll have much to say,28,to
5596,10385192.0,10386017.0,3561.911,3562.3229073482426,Oh we'll have much to say to,34,Nancy
5597,10386483.0,10387183.0,3562.56,3562.875271565496,Oh we'll have much to say to Nancy,36,I
5598,10387312.0,10388454.0,3562.9561437699667,3563.5220766773177,Oh we'll have much to say to Nancy I,44,promise
5599,10393545.0,10394108.0,3565.9931948881786,3566.2769648562294,,4,With
5600,10394146.0,10395144.0,3566.2951118210863,3566.7809584664524,With,9,this
5601,10395144.0,10396625.0,3566.7809584664524,3567.497412140573,With this,15,sword
5602,10397158.0,10398121.0,3567.747603833866,3568.219329073482,With this sword,17,I
5603,10398174.0,10398623.0,3568.244888178914,3568.482268370608,With this sword I,20,do
5604,10399047.0,10399475.0,3568.68,3568.88,,2,No
5605,10399561.0,10400367.0,3568.94,3569.334856230033,,4,With
5606,10401014.0,10401811.0,3569.64,3570.03,With,9,with
5607,10401813.0,10402461.0,3570.031,3570.34,With with,14,this
5608,10402464.0,10404002.0,3570.341,3571.1,With with this,20,sword
5609,10404735.0,10405289.0,3571.45,3571.73,With with this sword,22,I
5610,10405291.0,10405699.0,3571.731,3571.92,With with this sword I,25,do
5611,10406151.0,10407297.0,3572.15,3572.711469648563,With with this sword I do,31,smote
5612,10407320.0,10408315.0,3572.7227156549507,3573.19,With with this sword I do smote,36,thee
5613,10410342.0,10410565.0,3574.1980830670927,3574.2980830670926,,2,Is
5614,10410565.0,10410887.0,3574.2980830670926,3574.456549520768,Is,7,that
5615,10410887.0,10411023.0,3574.456549520768,3574.529872204476,Is that,11,the
5616,10411023.0,10411533.0,3574.529872204476,3574.779872204476,Is that the,17,right
5617,10411533.0,10412202.0,3574.779872204476,3575.08849840256,Is that the right,22,word
5618,10412202.0,10413207.0,3575.08849840256,3575.5972843450527,Is that the right word,28,smote
5619,10414037.0,10415478.0,3576.0031948881788,3576.690894568689,,5,Smoot
5620,10415782.0,10415884.0,3576.8466453674123,3576.8966453674125,,1,I
5621,10415884.0,10416148.0,3576.8966453674125,3577.0348242811524,I,4,don't
5623,10416162.0,10416335.0,3577.041533546328,3577.125399361027,I don't,13,think
5624,10416335.0,10416413.0,3577.125399361027,3577.1634185303574,I don't think,18,that's
5626,10416413.0,10416795.0,3577.1634185303574,3577.341054313106,I don't think that's,25,even
5627,10416795.0,10416898.0,3577.341054313106,3577.391054313106,I don't think that's even,27,a
5628,10416898.0,10417921.0,3577.391054313106,3577.891373801924,I don't think that's even a,32,word
5629,10417921.0,10418968.0,3577.891373801924,3578.4031948881848,I don't think that's even a word,41,actually
5630,10419821.0,10420353.0,3578.82,3579.09,,5,Maybe
5631,10420355.0,10420603.0,3579.091,3579.21,Maybe,7,I
5632,10420605.0,10420967.0,3579.211,3579.38,Maybe I,14,should
5633,10420969.0,10421441.0,3579.381,3579.62,Maybe I should,19,just
5634,10421443.0,10422824.0,3579.621,3580.27875399361,Maybe I should just,25,smite
5635,10422794.0,10423417.0,3580.2896166134205,3580.576869009586,Maybe I should just smite,29,him
5636,10424335.0,10424693.0,3581.0251533546343,3581.21,,3,Let's
5638,10424695.0,10425183.0,3581.211,3581.44,Let's,9,try
5639,10425185.0,10425534.0,3581.441,3581.62,Let's try,14,this
5640,10425536.0,10426369.0,3581.621,3582.0180511182125,Let's try this,20,again
5641,10450881.0,10451188.0,3593.993610223642,3594.13514376997,,2,Oh
5642,10451194.0,10451327.0,3594.1383386581488,3594.203194888183,Oh,5,it
5643,10451472.0,10452046.0,3594.2731948881788,3594.5631948881787,Oh it,10,just
5644,10452041.0,10452714.0,3594.561,3594.89,Oh it just,15,doesn't
5646,10452716.0,10453348.0,3594.891,3595.19,Oh it just doesn't,23,feel
5647,10453350.0,10453841.0,3595.191,3595.4238977635787,Oh it just doesn't feel,28,real
5648,10453854.0,10454471.0,3595.430127795528,3595.74,Oh it just doesn't feel real,35,enough
5649,10454479.0,10455236.0,3595.7441948881788,3596.1031948881787,Oh it just doesn't feel real enough,39,yet
5650,10460066.0,10460508.0,3598.48,3598.68,,3,Who
5651,10460510.0,10460885.0,3598.681,3598.8716613418537,Who,8,told
5652,10460894.0,10461005.0,3598.875856230033,3598.94,Who told,12,you
5653,10461087.0,10461306.0,3598.98,3599.07,Who told you,15,to
5654,10461308.0,10461882.0,3599.071,3599.36,Who told you to,20,stop
5655,10461884.0,10462896.0,3599.361,3599.855271565496,Who told you to stop,28,dancing
5656,10463292.0,10464320.0,3600.04,3600.56,,2,Oh
5657,10464797.0,10465181.0,3600.784313099041,3600.98,Oh,7,wink
5658,10465183.0,10465800.0,3600.981,3601.27364217252,Oh wink,11,and
5659,10465841.0,10466675.0,3601.2937380191697,3601.7033546325856,Oh wink and,16,turn
5660,10467282.0,10467606.0,3601.988699680511,3602.145910543132,Oh wink and turn,21,wink
5661,10467651.0,10468004.0,3602.1681789137388,3602.35,,3,You
5662,10468006.0,10468844.0,3602.351,3602.76,You,10,laying
5663,10468846.0,10469685.0,3602.761,3603.18,You laying,17,around
5664,10469687.0,10470068.0,3603.181,3603.36,You laying around,21,for
5665,10470070.0,10470650.0,3603.361,3603.634057507988,,3,Get
5666,10470678.0,10471306.0,3603.647837060704,3603.954376996806,Get,6,up
5667,10471389.0,10472457.0,3603.994696485624,3604.534856230033,,8,Honestly
5668,10492013.0,10492372.0,3614.070287539936,3614.245846645367,,3,Our
5669,10492401.0,10493280.0,3614.26,3614.69,Our,11,happily
5670,10493275.0,10493801.0,3614.687805111821,3614.936805111821,Our happily,16,ever
5671,10493810.0,10494409.0,3614.941,3615.24249201278,Our happily ever,22,after
5672,10494450.0,10494725.0,3615.262661341855,3615.4044408945697,Our happily ever after,25,is
5673,10494814.0,10495388.0,3615.431,3615.718051118212,Our happily ever after is,32,nearly
5674,10495456.0,10496451.0,3615.751,3616.24,Our happily ever after is nearly,41,complete
5675,10496460.0,10496952.0,3616.2441948881774,3616.500830670928,Our happily ever after is nearly complete,47,mommy
5676,10499181.0,10499848.0,3617.59,3617.89,,1,I
5677,10499850.0,10500975.0,3617.891,3618.4576357827486,I,8,assure
5678,10501022.0,10501948.0,3618.481,3618.93182108626,I assure,12,you
5679,10503800.0,10504009.0,3619.82,3619.94,I assure you,16,the
5680,10504011.0,10505355.0,3619.941,3620.59,I assure you the,23,people
5681,10505355.0,10505888.0,3620.59,3620.8401597444113,I assure you the people,26,of
5682,10505929.0,10506512.0,3620.8601597444094,3621.153194888179,I assure you the people of,31,this
5683,10506507.0,10507734.0,3621.151,3621.75,I assure you the people of this,39,kingdom
5684,10507743.0,10508143.0,3621.754194888179,3621.9597124600655,I assure you the people of this kingdom,44,will
5685,10508404.0,10509409.0,3622.0693386581456,3622.56,I assure you the people of this kingdom will,48,pay
5686,10509492.0,10510537.0,3622.592948881788,3623.12,I assure you the people of this kingdom will pay,55,dearly
5687,10510539.0,10510919.0,3623.121,3623.316102236424,I assure you the people of this kingdom will pay dearly,59,for
5688,10510941.0,10511803.0,3623.32668690096,3623.7388817891374,I assure you the people of this kingdom will pay dearly for,65,every
5689,10511825.0,10513133.0,3623.749466453676,3624.381246006392,I assure you the people of this kingdom will pay dearly for every,72,second
5690,10516348.0,10516716.0,3625.95,3626.14,I assure you the people of this kingdom will pay dearly for every second,75,we've
5692,10516711.0,10517117.0,3626.137805111821,3626.326805111821,I assure you the people of this kingdom will pay dearly for every second we've,82,had
5693,10517126.0,10517391.0,3626.331,3626.46,I assure you the people of this kingdom will pay dearly for every second we've had,85,to
5694,10517393.0,10518309.0,3626.461,3626.91,I assure you the people of this kingdom will pay dearly for every second we've had to,90,wait
5695,10523325.0,10523865.0,3629.35,3629.6316613418544,,5,Break
5696,10523880.0,10524066.0,3629.639051118211,3629.73,Break,7,a
